 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
35520,79,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,25316.4557,79.0,0.0,79,79,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,12658.22785,12658.22785,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,349,306,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
123,69029103,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,2.781435535,0.057946574,23000000.0,39800000.0,69000000,28846,69000000,69000000.0,0.0,69000000,69000000,69000000,69000000.0,0.0,69000000,69000000,0,0,0,0,52,52,0.028973287,0.028973287,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,60.0,48.0,48.0,52,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,28846.0,0.0,28846,28846,69000000.0,0.0,69000000,69000000,BENIGN
43393,80,3,0,18,0,6,6,6.0,0.0,0,0,0.0,0.0,225000.0,37500.0,40.0,55.15432893,79,1,80,40.0,55.15432893,79,1,0,0.0,0.0,0,0,0,0,0,0,60,0,37500.0,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,0,8.0,6.0,0.0,60,0,0,0,0,0,0,3,18,0,0,256,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,63489,1,1,72,182,72,72,72.0,0.0,182,182,182.0,0.0,4000.693033,31.50151995,63489.0,0.0,63489,63489,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,15.75075997,15.75075997,72,182,108.6666667,63.50852961,4033.333333,0,0,0,0,0,0,0,0,1,163.0,72.0,182.0,20,0,0,0,0,0,0,1,72,1,182,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30719,1,1,70,86,70,70,70.0,0.0,86,86,86.0,0.0,5078.290309,65.10628601,30719.0,0.0,30719,30719,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,32.55314301,32.55314301,70,86,75.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,113.0,70.0,86.0,20,0,0,0,0,0,0,1,70,1,86,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,2075344,7,10,928,5393,394,0,132.5714286,170.6329952,1460,0,539.3,661.1006059,3045.760125,8.191413086,129709.0,262943.4944,1054248,1,1586441,264406.8333,396892.1056,1054248,274,1946360,216262.2222,418992.362,1295192,1,0,0,0,0,152,212,3.3729348,4.818478286,0,1460,351.1666667,537.9660223,289407.4412,0,0,0,1,0,0,0,0,1,371.8235294,132.5714286,539.3,152,0,0,0,0,0,0,7,928,10,5393,8192,71,6,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
49569,261,4,0,89,0,46,6,22.25,19.73786547,0,0,0.0,0.0,340996.1686,15325.6705,87.0,110.0363576,211,1,261,87.0,110.0363576,211,1,0,0.0,0.0,0,0,0,0,0,0,80,0,15325.6705,0.0,6,46,19.0,18.57417562,345.0,0,0,0,0,1,0,0,0,0,23.75,22.25,0.0,80,0,0,0,0,0,0,4,89,0,0,125,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30768,2,2,68,158,34,34,34.0,0.0,79,79,79.0,0.0,7345.293812,130.0052002,10256.0,17758.71693,30762,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,64,65.0026001,65.0026001,34,79,52.0,24.64751509,607.5,0,0,0,0,0,0,0,0,1,65.0,34.0,79.0,40,0,0,0,0,0,0,2,68,2,158,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,31664,2,2,94,204,47,47,47.0,0.0,102,102,102.0,0.0,9411.318848,126.3264275,10554.66667,18275.15675,31657,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,40,40,63.16321374,63.16321374,47,102,69.0,30.12474066,907.5,0,0,0,0,0,0,0,0,1,86.25,47.0,102.0,40,0,0,0,0,0,0,2,94,2,204,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,9961502,2,2,92,236,48,44,46.0,2.828427125,123,113,118.0,7.071067812,32.92676145,0.401545871,3320500.667,5501545.686,9672837,90739,9763576,9763576.0,0.0,9763576,9763576,9870763,9870763.0,0.0,9870763,9870763,0,0,0,0,52,40,0.200772936,0.200772936,44,123,75.2,39.26448777,1541.7,0,0,0,0,0,0,0,0,1,94.0,46.0,118.0,52,0,0,0,0,0,0,2,92,2,236,-1,-1,1,20,90739.0,0.0,90739,90739,9672837.0,0.0,9672837,9672837,BENIGN
53,60409,1,1,45,356,45,45,45.0,0.0,356,356,356.0,0.0,6638.083729,33.10764952,60409.0,0.0,60409,60409,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,16.55382476,16.55382476,45,356,148.6666667,179.5559337,32240.33333,0,0,0,0,0,0,0,0,1,223.0,45.0,356.0,32,0,0,0,0,0,0,1,45,1,356,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30544,1,1,54,132,54,54,54.0,0.0,132,132,132.0,0.0,6089.575694,65.47930854,30544.0,0.0,30544,30544,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,32.73965427,32.73965427,54,132,80.0,45.033321,2028.0,0,0,0,0,0,0,0,0,1,120.0,54.0,132.0,32,0,0,0,0,0,0,1,54,1,132,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,31273,1,1,77,159,77,77,77.0,0.0,159,159,159.0,0.0,7546.445816,63.95293064,31273.0,0.0,31273,31273,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,31.97646532,31.97646532,77,159,104.3333333,47.34272207,2241.333333,0,0,0,0,0,0,0,0,1,156.5,77.0,159.0,32,0,0,0,0,0,0,1,77,1,159,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,277347,1,1,43,95,43,43,43.0,0.0,95,95,95.0,0.0,497.5716341,7.211183103,277347.0,0.0,277347,277347,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,3.605591551,3.605591551,43,95,60.33333333,30.022214,901.3333333,0,0,0,0,0,0,0,0,1,90.5,43.0,95.0,32,0,0,0,0,0,0,1,43,1,95,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,277723,2,2,64,168,32,32,32.0,0.0,84,84,84.0,0.0,835.3647339,14.40284024,92574.33333,160338.2527,277717,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,7.20142012,7.20142012,32,84,52.8,28.48157299,811.2,0,0,0,0,0,0,0,0,1,66.0,32.0,84.0,64,0,0,0,0,0,0,2,64,2,168,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,660925,2,2,60,132,30,30,30.0,0.0,66,66,66.0,0.0,290.501948,6.052123917,220308.3333,381580.8965,660920,1,1,1.0,0.0,1,1,4,4.0,0.0,4,4,0,0,0,0,40,40,3.026061959,3.026061959,30,66,44.4,19.71801207,388.8,0,0,0,0,0,0,0,0,1,55.5,30.0,66.0,40,0,0,0,0,0,0,2,60,2,132,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
123,67016529,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,2.864964851,0.059686768,22300000.0,38700000.0,67000000,16532,67000000,67000000.0,0.0,67000000,67000000,67000000,67000000.0,0.0,67000000,67000000,0,0,0,0,52,40,0.029843384,0.029843384,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,60.0,48.0,48.0,52,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,16647.0,0.0,16647,16647,67000000.0,0.0,67000000,67000000,BENIGN
53,30498,1,1,46,62,46,46,46.0,0.0,62,62,62.0,0.0,3541.215817,65.57807069,30498.0,0.0,30498,30498,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,32.78903535,32.78903535,46,62,51.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,77.0,46.0,62.0,20,0,0,0,0,0,0,1,46,1,62,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,61429,2,2,80,176,40,40,40.0,0.0,88,88,88.0,0.0,4167.412785,65.11582477,20476.33333,35460.85353,61423,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,32.55791239,32.55791239,40,88,59.2,26.29068276,691.2,0,0,0,0,0,0,0,0,1,74.0,40.0,88.0,64,0,0,0,0,0,0,2,80,2,176,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5339929,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.74907363,1779976.333,2930848.381,5162683,57,5339929,2669964.5,3525236.31,5162683,177246,0,0.0,0.0,0,0,0,0,0,0,104,40,0.561805223,0.187268408,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,14480,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,31673,2,2,86,228,43,43,43.0,0.0,114,114,114.0,0.0,9913.806712,126.2905314,10557.66667,18282.08501,31668,1,1,1.0,0.0,1,1,4,4.0,0.0,4,4,0,0,0,0,80,64,63.14526568,63.14526568,43,114,71.4,38.88830158,1512.3,0,0,0,0,0,0,0,0,1,89.25,43.0,114.0,80,0,0,0,0,0,0,2,86,2,228,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,60770004,10,10,2017,645,2017,0,201.7,637.8314041,640,0,64.5,202.2161934,43.80450592,0.329109736,3198421.263,4687853.21,10100000,3,51400000,5709729.778,5327796.975,10200000,3,60600000,6731333.111,5012634.714,10200000,3,0,0,0,0,328,328,0.164554868,0.164554868,0,2017,126.7619048,454.998561,207023.6905,0,0,0,1,0,0,0,0,1,133.1,201.7,64.5,328,0,0,0,0,0,0,10,2017,10,645,29200,129,1,32,226115.0,84995.20599,378159,188016,10100000.0,1157.822223,10100000,10000000,BENIGN
53,31678,2,2,64,96,32,32,32.0,0.0,48,48,48.0,0.0,5050.823916,126.2705979,10559.33333,18244.283,31626,3,49,49.0,0.0,49,49,3,3.0,0.0,3,3,0,0,0,0,64,64,63.13529895,63.13529895,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48.0,32.0,48.0,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30898,1,1,40,112,40,40,40.0,0.0,112,112,112.0,0.0,4919.41226,64.72910868,30898.0,0.0,30898,30898,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,32.36455434,32.36455434,40,112,64.0,41.56921938,1728.0,0,0,0,0,0,0,0,0,1,96.0,40.0,112.0,32,0,0,0,0,0,0,1,40,1,112,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
55206,77,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,25974.02597,77.0,0.0,77,77,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,12987.01299,12987.01299,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,283,229,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,23115,1,1,46,62,46,46,46.0,0.0,62,62,62.0,0.0,4672.29072,86.52390223,23115.0,0.0,23115,23115,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,43.26195111,43.26195111,46,62,51.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,77.0,46.0,62.0,32,0,0,0,0,0,0,1,46,1,62,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
123,66016089,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,2.908381925,0.06059129,22000000.0,38100000.0,66000000,16053,66000000,66000000.0,0.0,66000000,66000000,66000000,66000000.0,0.0,66000000,66000000,0,0,0,0,64,52,0.030295645,0.030295645,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,60.0,48.0,48.0,64,0,0,0,0,0,0,2,96,2,96,-1,-1,1,32,16264.0,0.0,16264,16264,66000000.0,0.0,66000000,66000000,BENIGN
80,181630,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,11.0113968,181630.0,0.0,181630,181630,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,5.505698398,5.505698398,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,1826,270,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,183370,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,10.90690953,183370.0,0.0,183370,183370,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,5.453454764,5.453454764,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,1185,269,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
49358,61,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,196721.3115,32786.88525,61.0,0.0,61,61,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,16393.44262,16393.44262,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,510,257,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
15538,493708,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,8.101955002,164569.3333,187503.7605,368714,36,493708,246854.0,172336.0647,368714,124994,0,0.0,0.0,0,0,0,0,0,0,104,40,6.076466251,2.02548875,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,127,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,94488.18898,15748.0315,127.0,0.0,127,127,127,127.0,0.0,127,127,0,0.0,0.0,0,0,0,0,0,0,40,0,15748.0315,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,1440,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
54146,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,349,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
49682,22,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,545454.5455,90909.09091,22.0,0.0,22,22,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,45454.54545,45454.54545,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,119,254,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,94765,1,1,59,317,59,59,59.0,0.0,317,317,317.0,0.0,3967.709597,21.10483828,94765.0,0.0,94765,94765,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,10.55241914,10.55241914,59,317,145.0,148.9563695,22188.0,0,0,0,0,0,0,0,0,1,217.5,59.0,317.0,20,0,0,0,0,0,0,1,59,1,317,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,23204,1,1,46,62,46,46,46.0,0.0,62,62,62.0,0.0,4654.369936,86.19203586,23204.0,0.0,23204,23204,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,43.09601793,43.09601793,46,62,51.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,77.0,46.0,62.0,20,0,0,0,0,0,0,1,46,1,62,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,153,2,2,82,206,41,41,41.0,0.0,103,103,103.0,0.0,1882352.941,26143.79085,51.0,83.13843876,147,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,13071.89542,13071.89542,41,103,65.8,33.95879857,1153.2,0,0,0,0,0,0,0,0,1,82.25,41.0,103.0,64,0,0,0,0,0,0,2,82,2,206,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,50545,2,2,86,204,43,43,43.0,0.0,102,102,102.0,0.0,5737.461668,79.13740231,16848.33333,29176.10718,50538,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,39.56870116,39.56870116,43,102,66.6,32.31563089,1044.3,0,0,0,0,0,0,0,0,1,83.25,43.0,102.0,40,0,0,0,0,0,0,2,86,2,204,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
56226,26,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,76923.07692,26.0,0.0,26,26,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,38461.53846,38461.53846,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,128,340,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
1224,4,2,0,37,0,31,6,18.5,17.67766953,0,0,0.0,0.0,9250000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,1,0,0,0,40,0,500000.0,0.0,6,31,22.66666667,14.43375673,208.3333333,0,1,0,0,1,0,0,0,0,34.0,18.5,0.0,40,0,0,0,0,0,0,2,37,0,0,110,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,73193,2,2,74,202,37,37,37.0,0.0,101,101,101.0,0.0,3770.852404,54.65003484,24397.66667,42252.8021,73187,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,27.32501742,27.32501742,37,101,62.6,35.05424368,1228.8,0,0,0,0,0,0,0,0,1,78.25,37.0,101.0,64,0,0,0,0,0,0,2,74,2,202,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,130666,1,1,47,135,47,47,47.0,0.0,135,135,135.0,0.0,1392.864249,15.30620054,130666.0,0.0,130666,130666,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,44,32,7.653100271,7.653100271,47,135,76.33333333,50.80682369,2581.333333,0,0,0,0,0,0,0,0,1,114.5,47.0,135.0,44,0,0,0,0,0,0,1,47,1,135,-1,-1,0,44,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5556225,9,6,367,3710,210,0,40.77777778,75.80530618,1448,0,618.3333333,674.5504182,733.7715805,2.699674689,396873.2143,1449729.708,5433593,9,5556225,694528.125,1914999.584,5433593,49,56635,11327.0,14529.19635,31230,49,0,0,0,0,296,200,1.619804814,1.079869876,0,1448,254.8125,489.2970766,239411.6292,0,0,0,1,0,0,0,0,0,271.8,40.77777778,618.3333333,296,0,0,0,0,0,0,9,367,6,3710,29200,118,3,32,122583.0,0.0,122583,122583,5433593.0,0.0,5433593,5433593,BENIGN
53,168,2,2,82,178,41,41,41.0,0.0,89,89,89.0,0.0,1547619.048,23809.52381,56.0,91.7986928,162,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,11904.7619,11904.7619,41,89,60.2,26.29068276,691.2,0,0,0,0,0,0,0,0,1,75.25,41.0,89.0,64,0,0,0,0,0,0,2,82,2,178,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
123,69026221,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,2.781551666,0.057948993,23000000.0,39800000.0,69000000,26203,69000000,69000000.0,0.0,69000000,69000000,69000000,69000000.0,0.0,69000000,69000000,0,0,0,0,64,64,0.028974497,0.028974497,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,60.0,48.0,48.0,64,0,0,0,0,0,0,2,96,2,96,-1,-1,1,32,26232.0,0.0,26232,26232,69000000.0,0.0,69000000,69000000,BENIGN
0,111056125,149,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1.341663956,750379.223,2262940.367,13500000,0,111000000,750379.223,2262940.367,13500000,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1.341663956,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,149,0,0,0,-1,-1,0,0,3470544.556,4063054.542,11000000,15,8869024.444,2426004.42,13500000,5821377,BENIGN
1219,19,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,631578.9474,105263.1579,19.0,0.0,19,19,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,52631.57895,52631.57895,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,288,253,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
49632,59,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,203389.8305,33898.30508,59.0,0.0,59,59,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,16949.15254,16949.15254,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,34965,62954,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,24328,2,2,80,202,40,40,40.0,0.0,101,101,101.0,0.0,11591.58172,164.4195988,8109.333333,14039.71518,24321,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,82.20979941,82.20979941,40,101,64.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,80.5,40.0,101.0,40,0,0,0,0,0,0,2,80,2,202,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,145,2,2,64,96,32,32,32.0,0.0,48,48,48.0,0.0,1103448.276,27586.2069,48.33333333,77.6552209,138,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,40,40,13793.10345,13793.10345,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48.0,32.0,48.0,40,0,0,0,0,0,0,2,64,2,96,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,84944,2,2,68,182,34,34,34.0,0.0,91,91,91.0,0.0,2943.115464,47.08984743,28314.66667,48998.27914,84893,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,40,64,23.54492371,23.54492371,34,91,56.8,31.22018578,974.7,0,0,0,0,0,0,0,0,1,71.0,34.0,91.0,40,0,0,0,0,0,0,2,68,2,182,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
1155,306353,2,2,12,43,6,6,6.0,0.0,37,6,21.5,21.92031022,179.5314555,13.05683313,102117.6667,132318.4867,251626,94,54727,54727.0,0.0,54727,54727,306259,306259.0,0.0,306259,306259,0,0,0,0,40,40,6.528416565,6.528416565,6,37,12.2,13.86362146,192.2,0,0,0,0,1,1,0,0,1,15.25,6.0,21.5,40,0,0,0,0,0,0,2,12,2,43,176,257,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,495008,10,7,540,4414,206,0,54.0,78.50406925,1430,0,630.5714286,678.2698227,10007.91906,34.34287931,30938.0,50186.65158,179184,1,495008,55000.88889,58267.44719,179184,3,256645,42774.16667,66055.18527,162177,3,0,0,0,0,212,152,20.20169371,14.1411856,0,1430,275.2222222,500.8708364,250871.5948,0,0,0,1,0,0,0,0,0,291.4117647,54.0,630.5714286,212,0,0,0,0,0,0,10,540,7,4414,8192,343,9,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,6042882,9,5,386,5458,199,0,42.88888889,70.76624274,2920,0,1091.6,1166.084388,967.0882205,2.31677534,464837.0769,1592840.662,5765310,49,6042882,755360.25,2024642.197,5765310,49,177611,44402.75,53661.60721,108955,190,0,0,0,0,192,112,1.489355576,0.827419764,0,2920,389.6,809.6189403,655482.8286,0,0,0,1,0,0,0,0,0,417.4285714,42.88888889,1091.6,192,0,0,0,0,0,0,9,386,5,5458,8192,123,8,20,277523.0,0.0,277523,277523,5765310.0,0.0,5765310,5765310,BENIGN
53,199,2,2,74,138,37,37,37.0,0.0,69,69,69.0,0.0,1065326.633,20100.50251,66.33333333,32.65475973,104,46,46,46.0,0.0,46,46,49,49.0,0.0,49,49,0,0,0,0,40,40,10050.25126,10050.25126,37,69,49.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,62.25,37.0,69.0,40,0,0,0,0,0,0,2,74,2,138,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,18906,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,634.7191368,105.7865228,18906.0,0.0,18906,18906,18906,18906.0,0.0,18906,18906,0,0.0,0.0,0,0,0,0,0,0,40,0,105.7865228,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,253,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
